1520633747.430162,0
1520633747.541276,6
1520633747.651182,16
1520633747.760234,20
1520633747.868416,20
1520633747.976653,19
1520633748.086497,19
1520633748.195315,19
1520633748.305102,19
1520633748.412789,18
1520633748.521949,19
1520633748.631465,20
1520633748.742375,18
1520633748.852449,19
1520633748.966447,13
1520633749.075323,10
1520633749.185248,20
1520633749.293016,16
1520633749.403289,15
1520633749.511114,16
1520633749.621733,18
1520633749.731315,13
1520633749.841142,6
1520633749.951004,5
1520633750.061049,5
1520633750.171616,5
1520633750.281642,4
1520633750.391395,6
1520633750.501421,6
1520633750.612297,6
1520633750.722836,6
1520633750.832618,5
1520633750.942423,6
1520633751.051721,8
1520633751.161041,7
1520633751.270721,7
1520633751.380852,7
1520633751.493618,9
1520633751.604617,8
1520633751.715568,15
1520633751.824172,9
1520633751.933731,9
1520633752.044262,10
1520633752.153889,9
1520633752.263976,9
1520633752.374445,10
1520633752.484201,11
1520633752.594905,10
1520633752.704869,10
1520633752.814689,10
1520633752.924738,11
1520633753.035025,13
1520633753.145216,10
1520633753.255120,10
1520633753.365776,10
1520633753.475683,11
1520633753.584940,10
1520633753.694516,12
1520633753.804317,12
1520633753.914082,12
1520633754.024521,13
1520633754.133258,12
1520633754.243494,12
1520633754.352604,12
1520633754.461886,13
1520633754.571529,13
1520633754.681859,13
1520633754.791678,13
1520633754.901587,14
1520633755.011592,14
1520633755.119620,19
1520633755.228430,20
1520633755.338026,12
1520633755.447859,14
1520633755.555528,11
1520633755.666234,6
1520633755.777567,6
1520633755.887299,6
1520633755.996662,7
1520633756.106149,8
1520633756.217639,7
1520633756.328532,7
1520633756.438536,7
1520633756.548805,8
1520633756.658593,9
1520633756.768431,9
1520633756.878777,10
1520633756.988812,9
1520633757.098457,8
1520633757.207904,9
1520633757.318747,9
1520633757.427971,9
1520633757.537278,9
1520633757.647079,9
1520633757.756603,9
1520633757.866957,10
1520633757.976007,11
1520633758.086343,11
1520633758.197368,11
1520633758.308070,11
1520633758.417977,13
1520633758.528343,11
1520633758.637990,18
1520633758.748126,16
1520633758.857945,13
1520633758.968046,12
1520633759.078858,11
1520633759.188449,11
1520633759.298337,11
1520633759.408290,12
1520633759.518224,12
1520633759.627400,13
1520633759.736720,13
1520633759.846880,13
1520633759.957486,13
1520633760.067577,13
1520633760.178025,13
1520633760.288640,13
1520633760.397217,13
1520633760.507206,14
1520633760.617407,14
1520633760.727399,14
1520633760.837625,14
1520633760.946884,14
1520633761.055803,14
1520633761.165862,14
1520633761.275700,14
1520633761.385870,15
1520633761.497365,16
1520633761.606807,15
1520633761.717217,15
1520633761.828945,15
1520633761.938265,16
1520633762.048776,18
1520633762.157778,19
1520633762.267846,18
1520633762.379041,15
1520633762.488995,15
1520633762.598210,14
1520633762.706544,9
1520633762.816018,7
1520633762.924779,8
1520633763.034720,9
1520633763.142475,9
1520633763.253297,9
1520633763.362671,11
1520633763.473122,9
1520633763.587902,8
1520633763.697875,8
1520633763.808864,9
1520633763.918693,9
1520633764.028376,9
1520633764.138406,9
1520633764.248217,9
1520633764.358449,9
1520633764.469581,10
1520633764.579398,11
1520633764.688382,11
1520633764.797882,11
1520633764.907093,11
1520633765.016910,10
1520633765.125171,11
1520633765.234973,10
1520633765.344084,11
1520633765.454343,11
1520633765.563822,11
1520633765.673589,11
1520633765.783550,11
1520633765.893262,12
1520633766.003737,11
1520633766.114046,12
1520633766.223246,13
1520633766.330134,14
1520633766.441513,14
1520633766.550454,20
1520633766.660938,19
1520633766.769634,16
1520633766.878785,13
1520633766.989006,14
1520633767.098464,6
1520633767.208727,5
1520633767.318148,5
1520633767.428370,6
1520633767.539269,7
1520633767.648236,7
1520633767.758064,7
1520633767.867554,8
1520633767.976972,7
1520633768.086437,8
1520633768.196928,8
1520633768.307336,8
1520633768.417328,8
1520633768.526938,8
1520633768.636316,8
1520633768.745880,9
1520633768.856286,11
1520633768.966297,10
1520633769.075681,10
1520633769.186199,9
1520633769.296743,9
1520633769.405877,10
1520633769.515169,10
1520633769.624256,11
1520633769.734479,11
1520633769.842185,10
1520633769.952537,11
1520633770.061998,18
1520633770.171379,20
1520633770.281821,13
1520633770.392871,15
1520633770.504933,12
1520633770.615554,12
1520633770.726484,12
1520633770.836220,12
1520633770.946367,12
1520633771.055866,13
1520633771.165943,12
1520633771.275410,13
1520633771.385366,12
1520633771.495805,13
1520633771.606014,12
1520633771.716315,13
1520633771.825835,14
1520633771.936334,14
1520633772.044957,14
1520633772.153470,14
1520633772.263758,14
1520633772.373968,14
1520633772.484122,14
1520633772.594604,14
1520633772.704480,14
1520633772.815076,15
1520633772.925409,16
1520633773.036585,15
1520633773.144330,15
1520633773.258263,15
1520633773.375347,16
1520633773.484550,16
1520633773.595799,19
1520633773.706613,18
1520633773.817589,16
1520633773.927670,15
1520633774.037130,16
1520633774.147509,13
1520633774.256560,8
1520633774.366461,8
1520633774.475947,8
1520633774.586102,10
1520633774.695564,9
1520633774.804862,9
1520633774.914333,9
1520633775.023731,8
1520633775.132662,9
1520633775.242484,9
1520633775.350759,10
1520633775.460751,10
1520633775.570107,10
1520633775.682014,9
1520633775.792938,11
1520633775.902600,11
1520633776.013433,10
1520633776.123027,10
1520633776.232294,10
1520633776.339677,10
1520633776.449630,10
1520633776.558871,12
1520633776.669278,12
1520633776.779017,12
1520633776.889635,12
1520633776.999559,12
1520633777.108527,12
1520633777.218822,12
1520633777.329531,13
1520633777.440259,13
1520633777.551788,13
1520633777.663631,13
1520633777.781241,13
1520633777.898600,14
1520633778.007954,12
1520633778.117522,18
1520633778.226886,20
1520633778.336719,14
1520633778.447241,14
1520633778.555886,11
1520633778.664050,10
1520633778.774623,7
1520633778.885267,7
1520633778.996953,7
1520633779.107460,7
1520633779.218769,7
1520633779.329560,7
1520633779.439511,9
1520633779.551827,9
1520633779.664192,8
1520633779.775347,8
1520633779.887495,8
1520633779.999699,9
1520633780.109270,9
1520633780.220515,9
1520633780.330362,9
1520633780.439946,9
1520633780.550485,10
1520633780.661050,10
1520633780.770499,11
1520633780.880317,11
1520633780.990355,11
1520633781.101301,10
1520633781.211756,10
1520633781.321099,10
1520633781.429915,11
1520633781.539543,11
1520633781.651286,18
1520633781.761199,13
1520633781.869919,11
1520633781.984228,6
1520633782.094823,5
1520633782.203522,6
1520633782.315049,6
1520633782.425863,6
1520633782.535005,7
1520633782.644603,6
1520633782.754984,7
1520633782.865629,7
1520633782.976363,7
1520633783.086805,7
1520633783.196689,8
1520633783.306011,8
1520633783.417059,8
1520633783.526257,10
1520633783.636405,8
1520633783.744823,8
1520633783.854039,9
1520633783.964084,9
1520633784.073309,9
1520633784.182748,9
1520633784.293764,9
1520633784.404268,8
1520633784.514696,10
1520633784.624919,11
1520633784.735810,11
1520633784.847052,12
1520633784.956902,12
1520633785.066782,18
1520633785.177517,16
1520633785.287764,12
1520633785.398035,12
1520633785.507578,11
1520633785.618268,11
1520633785.728755,11
1520633785.838126,11
1520633785.947940,11
1520633786.057345,12
1520633786.167218,12
1520633786.278434,13
1520633786.388761,13
1520633786.500179,13
1520633786.610216,13
1520633786.720727,13
1520633786.830724,14
1520633786.939720,13
1520633787.050212,13
1520633787.160328,14
1520633787.270513,14
1520633787.380623,14
1520633787.490103,15
1520633787.601190,14
1520633787.710886,14
1520633787.820699,15
1520633787.931396,14
1520633788.041934,14
1520633788.151765,15
1520633788.261481,15
1520633788.371545,16
1520633788.481547,16
1520633788.591654,19
1520633788.700974,19
1520633788.811787,14
1520633788.922276,13
1520633789.032055,13
1520633789.140621,8
1520633789.251660,7
1520633789.361869,8
1520633789.471764,7
1520633789.582121,10
1520633789.691549,9
1520633789.801593,8
1520633789.912437,10
1520633790.023248,9
1520633790.133234,9
1520633790.243847,9
1520633790.352812,9
1520633790.461089,9
1520633790.570811,9
1520633790.680650,9
1520633790.790452,9
1520633790.901047,10
1520633791.009728,10
1520633791.118517,11
1520633791.228180,11
1520633791.338613,12
1520633791.448696,11
1520633791.558462,11
1520633791.668389,12
1520633791.777786,12
1520633791.889345,12
1520633791.999766,12
1520633792.109410,11
1520633792.219757,11
1520633792.329989,11
1520633792.439776,11
1520633792.549504,12
1520633792.657735,11
1520633792.768395,14
1520633792.877226,13
1520633792.988385,19
1520633793.098819,17
1520633793.208257,13
1520633793.317096,13
1520633793.424865,8
1520633793.535931,6
1520633793.645455,6
1520633793.755130,6
1520633793.864838,8
1520633793.974921,7
1520633794.084182,7
1520633794.194655,7
1520633794.304758,6
1520633794.414824,8
1520633794.524626,8
1520633794.634270,8
1520633794.744761,8
1520633794.855644,8
1520633794.965847,8
1520633795.074815,9
1520633795.184338,9
1520633795.295010,10
1520633795.404091,10
1520633795.513889,10
1520633795.623105,10
1520633795.733283,10
1520633795.844581,11
1520633795.955833,11
1520633796.066051,10
1520633796.175468,10
1520633796.286112,12
1520633796.396085,17
1520633796.505370,18
1520633796.613068,13
1520633796.723681,14
1520633796.832507,12
1520633796.939399,12
1520633797.049504,12
1520633797.158626,12
1520633797.268871,12
1520633797.379205,13
1520633797.488810,13
1520633797.600243,13
1520633797.710247,13
1520633797.819843,14
1520633797.929603,13
1520633798.038528,13
1520633798.148696,13
1520633798.257699,14
1520633798.367411,13
1520633798.477301,14
1520633798.588122,14
1520633798.698376,14
1520633798.807585,14
1520633798.918347,14
1520633799.029729,14
1520633799.138839,14
1520633799.247925,16
1520633799.357015,15
1520633799.466318,15
1520633799.576613,15
1520633799.686745,18
1520633799.797173,17
1520633799.908592,15
1520633800.018677,18
1520633800.128467,19
1520633800.239670,13
1520633800.348699,13
1520633800.456385,12
1520633800.564660,6
1520633800.674165,7
1520633800.783343,8
1520633800.894036,8
1520633801.004187,10
1520633801.113833,10
1520633801.223819,9
1520633801.332483,8
1520633801.441839,8
1520633801.551399,9
1520633801.662105,9
1520633801.772569,9
1520633801.882097,9
1520633801.992272,9
1520633802.101575,10
1520633802.211627,10
1520633802.320820,11
1520633802.439671,11
1520633802.548048,11
1520633802.658713,10
1520633802.769132,10
1520633802.878220,10
1520633802.988052,10
1520633803.098165,11
1520633803.207848,11
1520633803.318400,13
1520633803.428472,11
1520633803.536683,12
1520633803.645797,12
1520633803.755558,12
1520633803.865436,12
1520633803.975635,13
1520633804.084080,14
1520633804.194317,14
1520633804.304314,13
1520633804.414497,19
1520633804.524786,17
1520633804.635436,13
1520633804.745873,13
1520633804.853373,8
1520633804.965168,5
1520633805.074395,5
1520633805.186162,6
1520633805.294971,8
1520633805.404910,7
1520633805.515241,7
1520633805.625351,7
1520633805.736219,7
1520633805.847651,8
1520633805.958267,9
1520633806.068718,8
1520633806.176818,8
1520633806.286643,9
1520633806.396594,10
1520633806.508014,10
1520633806.616794,10
1520633806.726955,9
1520633806.837382,9
1520633806.947822,10
1520633807.058020,9
1520633807.167735,10
1520633807.278017,10
1520633807.387890,10
1520633807.497867,11
1520633807.605143,11
1520633807.715626,12
1520633807.826271,11
1520633807.936357,19
1520633808.046598,15
1520633808.158106,13
1520633808.266372,12
1520633808.374908,11
1520633808.484637,11
1520633808.595229,11
1520633808.705661,11
1520633808.815871,12
1520633808.927109,12
1520633809.036284,12
1520633809.145612,12
1520633809.254990,13
1520633809.364404,14
1520633809.475053,13
1520633809.585060,13
1520633809.696030,14
1520633809.806311,14
1520633809.916056,14
1520633810.025495,14
1520633810.136574,14
1520633810.246501,14
1520633810.356280,14
1520633810.468067,14
1520633810.578525,15
1520633810.688576,15
1520633810.798807,15
1520633810.908349,15
1520633811.017496,15
1520633811.126799,16
1520633811.236763,16
1520633811.346987,15
1520633811.456842,18
1520633811.568349,18
1520633811.677354,13
1520633811.786380,14
1520633811.894754,13
1520633812.003073,7
1520633812.113830,8
1520633812.222251,8
1520633812.330395,7
1520633812.439870,10
1520633812.550540,9
1520633812.660117,8
1520633812.770392,8
1520633812.880500,8
1520633812.990666,9
1520633813.101135,10
1520633813.210637,10
1520633813.319591,10
1520633813.428941,10
1520633813.538162,9
1520633813.647823,9
1520633813.758130,11
1520633813.867357,10
1520633813.977402,10
1520633814.087641,10
1520633814.197719,10
1520633814.308681,11
1520633814.419064,11
1520633814.530272,12
1520633814.640583,12
1520633814.749466,12
1520633814.858640,12
1520633814.968711,12
1520633815.078696,12
1520633815.188846,12
1520633815.298015,12
1520633815.408388,12
1520633815.517951,13
1520633815.626275,13
1520633815.736467,13
1520633815.847433,18
1520633815.957258,17
1520633816.066374,14
1520633816.177429,14
1520633816.287291,8
1520633816.398278,6
1520633816.508191,6
1520633816.618150,6
1520633816.728776,7
1520633816.839338,7
1520633816.948615,7
1520633817.057234,7
1520633817.165235,7
1520633817.275910,8
1520633817.385276,9
1520633817.494933,8
1520633817.606244,8
1520633817.717118,8
1520633817.828447,8
1520633817.937382,9
1520633818.047778,9
1520633818.156273,9
1520633818.266171,9
1520633818.376409,9
1520633818.487078,10
1520633818.597868,11
1520633818.708090,11
1520633818.818136,11
1520633818.929156,11
1520633819.040819,11
1520633819.148358,11
1520633819.256413,17
1520633819.365602,18
1520633819.475483,12
1520633819.585314,14
1520633819.693094,11
1520633819.804903,12
1520633819.915492,12
1520633820.026074,12
1520633820.136711,12
1520633820.247500,13
1520633820.358607,13
1520633820.467264,13
1520633820.576837,13
1520633820.687038,13
1520633820.796652,13
1520633820.908198,13
1520633821.018078,13
1520633821.128631,15
1520633821.238736,13
1520633821.347335,14
1520633821.455877,14
1520633821.564978,14
1520633821.675662,14
1520633821.786616,14
1520633821.897131,14
1520633822.008284,14
1520633822.119113,16
1520633822.228653,15
1520633822.338674,15
1520633822.447085,15
1520633822.557554,18
